movieId,title,genres,rating
171274,Inherent Vice,"18, 9648, 35",6.56
1248753,Amber Alert,"53, 18",7.2
63,Twelve Monkeys,"878, 53, 9648",7.599
1145028,Woman in the Maze,"27, 53",4.2
1026674,Feludar Goyendagiri: Bhuswargo Bhoyonkawr,"80, 10770, 53",0.0
241259,Alice Through the Looking Glass,"12, 10751, 14",6.6
672322,Rurouni Kenshin: The Beginning,"28, 12, 18, 10749",7.677
660360,Noryang: Deadly Sea,"28, 36, 18, 10752",6.3
395991,Only the Brave,"18, 28",7.425
9475,Scent of a Woman,"18, 35",7.793
1073125,In Your Dreams,"10749, 35, 18",7.3
264660,Ex Machina,"18, 878",7.572
516486,Greyhound,"10752, 28, 18",7.403
13700,Home on the Range,"16, 10751",6.062
13448,Angels & Demons,"53, 9648",6.718
252,Willy Wonka & the Chocolate Factory,"10751, 14, 35",7.487
2616,Uncle Buck,"35, 18, 10751",6.791
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"28, 12, 35, 10751, 878",6.032
1965,A Perfect Murder,"80, 53, 18",6.542
339692,Shot Caller,"80, 18, 53",6.953
77,Memento,"9648, 53",8.181
1235431,Oshi no Ko -The Final Act-,"18, 10402, 14, 9648, 53",0.0
1400232,Secret Sessions,"18, 10749",0.0
297270,Tinker Bell and the Legend of the NeverBeast,"12, 16, 10751",7.321
374720,Dunkirk,"10752, 28, 18",7.454
17578,The Adventures of Tintin,"12, 16, 9648",6.897
4588,"Lust, Caution","28, 18, 10749, 53",7.2
1020006,Priscilla,"18, 10749",6.8
647245,Reagan,"36, 18",6.465
9316,Ong-Bak,"28, 53, 80, 12",7.126
1022964,Candy Cane Lane,"35, 14, 10751",6.061
774531,Young Woman and the Sea,"36, 18",7.9
11423,Memories of Murder,"80, 18, 53",8.1
1119106,"If My Favorite Pop Idol Made It to the Budokan, I Would Die: The Movie","18, 35",6.0
1160164,TAYLOR SWIFT | THE ERAS TOUR,10402,8.3
37765,Ace,35,6.142
4327,Charlie's Angels,"28, 12, 35, 80, 53",5.838
2756,The Abyss,"12, 28, 53, 878",7.353
9702,Bound by Honor,"80, 28, 18, 53",8.141
1361255,Trading Up Christmas,"10770, 35, 10749",5.7
845659,Perfect Addiction,"18, 10749",6.8
695773,Netoraserare 3 ~Love~,18,9.0
72559,G.I. Joe: Retaliation,"28, 878, 12",5.6
804406,The Piano Lesson,"18, 27, 10402",6.0
639721,The Addams Family 2,"16, 10751, 35, 14, 12",7.0
1427,Perfume: The Story of a Murderer,"80, 14, 18",7.359
833097,Falling for Christmas,"10749, 35, 10751",6.234
30575,Sailor Moon S the Movie: Hearts in Ice,"16, 14, 28, 10749, 35",7.7
251,Ghost,"14, 18, 53, 9648, 10749",7.221
581,Dances with Wolves,"12, 18, 37",7.847
8810,Mad Max 2,"12, 28, 53, 878",7.395
1153230,Khadaan,"18, 28, 80",9.0
976906,Spitfire Over Berlin,"10752, 28, 36",5.4
947,Lawrence of Arabia,"12, 36, 10752",8.0
392044,Murder on the Orient Express,"9648, 18, 80",6.7
165,Back to the Future Part II,"12, 35, 878",7.766
7446,Tropic Thunder,"28, 35, 12, 10752",6.679
392044,Murder on the Orient Express,"9648, 18, 80",6.706
165,Back to the Future Part II,"12, 35, 878",7.766
7446,Tropic Thunder,"28, 35, 12, 10752",6.679
44264,True Grit,"18, 12, 37",7.307
440617,Family Reconstruction,"10749, 18",5.8
64688,21 Jump Street,"28, 35, 80",6.883
127380,Finding Dory,"12, 16, 35, 10751",7.0
44918,Titanic II,"28, 53, 10749, 12",5.0
1701,Con Air,"28, 53, 80",6.742
338970,Tomb Raider,"28, 12, 14",6.362
431580,Abominable,"10751, 16, 12, 35",7.5
11220,Fallen Angels,"28, 10749, 80",7.7
9470,Kung Fu Hustle,"28, 35, 80, 14",7.46
420808,Peter Pan & Wendy,"10751, 14, 28, 12",5.5
565,The Ring,"27, 9648",6.674
718789,Lightyear,"16, 878, 10751, 12",7.0
533,Wallace & Gromit: The Curse of the Were-Rabbit,"12, 16, 35, 10751",7.102
568,Apollo 13,"18, 36",7.45
755,From Dusk Till Dawn,"27, 28, 53, 80",7.029
277216,Straight Outta Compton,"18, 10402, 36",7.785
987686,A Family Affair,"10749, 35",5.796
40105,Dr. Lamb,"27, 80, 53",5.4
9344,Kids,"18, 80",6.9
399366,Marrowbone,"53, 27, 9648",7.254
776503,CODA,"18, 10402, 10749",7.937
913290,Barbarian,"27, 9648",6.816
83542,Cloud Atlas,"18, 878",6.889
332562,A Star Is Born,"10402, 18, 10749",7.5
1025169,The Trapped 13: How We Survived The Thai Cave,99,6.357
1624,Liar Liar,35,6.7
550205,Wish Dragon,"16, 10751, 35, 14",7.9
180299,The Raid 2,"28, 80, 53",7.606
265712,Stand by Me Doraemon,"16, 10751, 878, 14, 12",7.317
960481,The Warrior Princess,"36, 28, 18",7.434
51876,Limitless,"53, 9648, 878",7.2
501929,The Mitchells vs. the Machines,"16, 12, 35",7.9
324668,Jason Bourne,"28, 53",6.354
37137,The Naked Gun 2½: The Smell of Fear,"35, 80",6.8
558,Spider-Man 2,"28, 12, 878",7.287
667,You Only Live Twice,"28, 53, 12",6.568
558,Spider-Man 2,"28, 12, 878",7.3
667,You Only Live Twice,"28, 53, 12",6.6
481084,The Addams Family,"10751, 16, 35, 14",6.6
55685,To Be Twenty,35,5.8
560057,The Sea Beast,"16, 12, 28, 10751, 14",7.352
11253,Hellboy II: The Golden Army,"14, 12, 28",6.764
631843,Old,"53, 9648, 27",6.3
9383,Hollow Man,"28, 878, 53",5.942
25842,A Christmas Carol,"18, 14, 10751",7.051
256591,Focus,"10749, 35, 80",6.879
593910,Cinderella,"14, 10749, 35",6.383
8916,Antz,"10751, 16, 12, 35",6.163
379686,Space Jam: A New Legacy,"10751, 16, 35, 878",6.7
115290,Blue Lagoon: The Awakening,"18, 12, 10749, 10770",6.464
20760,Lilo & Stitch 2: Stitch Has a Glitch,"16, 10751, 35, 878",6.6
305470,Power Rangers,"28, 12, 878",6.3
36593,Naked Gun 33⅓: The Final Insult,"35, 80",6.482
11824,Teen Wolf,"35, 14, 10749",6.2
1139087,Once Upon a Studio,"16, 10751, 14, 35",8.321
853,Enemy at the Gates,"18, 10752, 36, 10749",7.421
136797,Need for Speed,"28, 80, 18, 53",6.4
82695,Les Misérables,"36, 18",7.329
16219,Gladiator,"28, 18",7.6
583083,The Kissing Booth 2,"35, 10749",7.6
77950,Turbo,"16, 10751",6.2
10439,Hocus Pocus,"14, 35, 10751",7.0
8536,Superman II,"878, 28, 12",6.7
2270,Stardust,"12, 14, 10749, 10751",7.279
250546,Annabelle,27,5.777
1011516,The Present,"35, 14, 10751",5.842
220289,Coherence,"53, 878",7.232
9336,Police Academy,"35, 80",6.7
8922,Jeepers Creepers,"27, 53, 9648, 18",6.5
80278,The Impossible,"18, 53, 36",7.364
60304,Hansel & Gretel: Witch Hunters,"14, 27, 28",6.065
204082,Homefront,"28, 53",6.945
1201734,God of Pain,"27, 878, 53",7.0
5833,Casper's Haunted Christmas,"16, 10751, 14",5.367
15165,Barbie as The Princess & the Pauper,"16, 10751, 35",7.5
646389,Plane,"28, 12, 53",6.952
8367,Robin Hood: Prince of Thieves,"28, 12, 18",6.857
745881,The Medium,"27, 53",7.0
272108,Alien from the Darkness,"16, 27, 878",5.8
42337,Beau Pere,"18, 10749",6.7
710,GoldenEye,"12, 28, 53",6.894
861,Total Recall,"28, 12, 878",7.307
11416,The Mission,"12, 18, 28, 36",7.399
1791,The Piano Teacher,"18, 10749",7.3
365620,Ferrari,"36, 18",6.4
13368,White Christmas,"35, 10402, 10749",7.2
9654,The Italian Job,"28, 80",6.774
501170,Doctor Sleep,"27, 53, 14",7.144
338967,Zombieland: Double Tap,"35, 27",6.93
11886,Robin Hood,"16, 10751, 12",7.3
64635,Total Recall,"28, 878, 53",6.0
856,Who Framed Roger Rabbit,"14, 16, 35, 80",7.5
1376704,Buy Now! The Shopping Conspiracy,99,6.691
228794,Provocation,"18, 10749",6.0
283859,The Gigolo: Dochinpira,16,5.4
522162,Midway,"28, 10752, 36",7.1
522162,Midway,"28, 10752, 36",7.1
10066,House of Wax,"9648, 27, 53",6.0
1230477,Given The Movie : Hiiragi Mix,"16, 10749",8.0
10661,You Don't Mess with the Zohan,"35, 28",5.715
355338,Riley's First Date?,"16, 10751",7.201
509,Notting Hill,"10749, 35",7.263
1055110,Female Teacher Closing the Door,"10749, 18",7.0
7445,Brothers,"18, 53, 10752",7.317
337170,American Made,"35, 80, 18",6.9
14869,G.I. Joe: The Rise of Cobra,"12, 28, 53, 878",5.774
630004,The Vault,"18, 28, 53",6.814
1236419,Piece by Piece,"16, 10402, 99",7.7
465595,Sweet Sex,"10749, 18",6.1
4564,Sex and the City,"35, 18, 10749",6.577
748167,Uglies,"878, 12, 28",5.9
613,Downfall,"18, 36, 10752",7.9
433808,The Ritual,"27, 53, 9648",6.249
406997,Wonder,"18, 10751",8.13
2059,National Treasure,"12, 28, 53, 9648",6.637
645710,The Voyeurs,53,6.595
511987,Crawl,"27, 53",6.319
441282,Night Hunter,"18, 53",6.618
1072342,Night Swim,27,5.612
372049,My Friend's Wife,10749,5.8
333371,10 Cloverfield Lane,"53, 878, 18, 27",6.994
49527,Man on a Ledge,"28, 53, 80",6.431
557968,Revenger,28,5.4
1146167,Istri Majikan,"18, 10749",0.0
1358819,King of Dallas,18,0.0
13461,Melissa P.,18,4.6
449562,The Hustle,"35, 80",6.181
228161,Home,"14, 35, 16, 878, 10751",6.8
1020896,Handling the Undead,"27, 18, 9648",6.1
1192745,EXmas,"10749, 35, 10770",6.463
13811,Knowing,"28, 9648, 878, 53",6.2
9340,The Goonies,"12, 35, 10751",7.515
9471,Charlie's Angels: Full Throttle,"28, 12, 35",5.473
51739,The Secret World of Arrietty,"14, 16, 10751",7.656
15070,Undisputed,"18, 80",6.533
9286,Final Destination 3,"27, 9648",6.1
1620,Hitman,"28, 53, 18",6.137
4192,Death on the Nile,9648,7.2
724109,Hole-in-law,10749,6.4
21448,Mickey's Magical Christmas: Snowed in at the House of Mouse,"16, 10751, 35",6.9
1017163,The Roundup: Punishment,"28, 80, 18, 53, 35",6.797
528549,Room Salon College Girls,10749,8.0
44943,Battle: Los Angeles,"878, 28",5.794
442062,Goosebumps 2: Haunted Halloween,"35, 14, 27",6.114
291870,Dirty Grandpa,35,5.9
116711,Epic,"16, 12, 10751, 14",6.525
8393,The Gods Must Be Crazy,"28, 35",7.3
1291594,Beezel,"27, 53",6.3
49047,Gravity,"878, 53, 18",7.166
1097150,Deliver Us,27,5.703
818397,Memory,"28, 53, 80",6.8
816,Austin Powers: International Man of Mystery,"878, 35, 80",6.567
645886,The Unforgivable,"18, 80",7.4
81,Nausicaä of the Valley of the Wind,"12, 16, 14",7.9
1288575,Bila Esok Ibu Tiada,"18, 10751",6.0
146216,RED 2,"28, 35, 80, 53",6.5
262504,Allegiant,"12, 878, 28, 9648",6.1
11011,Ri¢hie Ri¢h,"35, 10751",5.9
850165,The Iron Claw,"36, 18",7.5
11954,Lifeforce,"27, 878",6.262
1371,Rocky III,18,6.896
36670,Never Say Never Again,"12, 28, 53",6.055
2057,Original Sin,"53, 18, 9648, 10749",6.107
945937,Fast Charlie,"28, 80, 18",6.2
37169,The Human Centipede (First Sequence),27,5.235
11347,The Lair of the White Worm,"27, 35",5.895
14199,The Adventures of Sharkboy and Lavagirl,"12, 10751, 878",5.178
60898,Erotic Ghost Story,"14, 18, 27",6.2
15400,Mickey's Once Upon a Christmas,"16, 10751, 35",7.112
567604,Once Upon a Deadpool,"35, 28, 12",7.1
335796,Ouija: Origin of Evil,27,6.133
779816,White Bird,"18, 10752, 36",7.826
118406,Road to Ninja: Naruto the Movie,"16, 14, 28",7.348
41630,No Strings Attached,"35, 10749",6.294
215,Saw II,27,6.6
984249,Ruthless,"28, 53",6.704
215,Saw II,27,6.6
984249,Ruthless,"28, 53",6.704
615677,We Can Be Heroes,"10751, 28, 14, 35",6.012
406990,What Happened to Monday,"878, 53, 18, 9648, 28",7.159
2251,Unfaithful,"53, 18, 10749",6.667
16237,Teen Titans: Trouble in Tokyo,"16, 28, 878, 10770",7.8
1278,The Dreamers,"18, 10749",7.2
2019,Hard Target,"28, 12, 80, 53",6.415
109428,Evil Dead,27,6.556
23483,Kick-Ass,"28, 80",7.123
1128559,Super/Man: The Christopher Reeve Story,"99, 18",8.4
419548,Krampus 2: The Devil Returns,"53, 28, 27",5.3
638974,Murder Mystery 2,"9648, 35, 80",6.43
10022,The Pacifier,"35, 10751, 28",6.062
555285,"Are You There God? It's Me, Margaret.","35, 18",7.3
817,Austin Powers: The Spy Who Shagged Me,"12, 35, 80, 878",6.276
460019,Truth or Dare,"53, 27",5.943
817758,TÁR,"10402, 18",7.096
1493,Miss Congeniality,"35, 80, 28",6.533
39105,Dragon Ball Z: Bojack Unbound,"28, 16, 878",7.128
7220,The Punisher,"28, 80, 18",6.351
65496,Student Services,18,5.2
764,The Evil Dead,27,7.287
13523,Sex Drive,"35, 12, 10749",6.4
49797,I Saw the Devil,"53, 27",7.799
843380,Dead for a Dollar,"37, 53, 28",5.9
39107,Dragon Ball Z: Fusion Reborn,"16, 28, 14, 878",7.527
458897,Charlie's Angels,"28, 12, 35",6.4
573171,Little Eggs: A Frozen Rescue,"16, 12, 35, 10751",7.7
287948,The Transporter Refueled,"28, 53, 80",5.52
9567,Tears of the Sun,"10752, 28, 18",6.861
13004,Barbie and the Diamond Castle,"16, 10751",7.4
505026,Death on the Nile,"9648, 80, 53",6.427
293863,The Age of Adaline,"10749, 14, 18",7.479
1372,Blood Diamond,"18, 53, 28",7.544
1101734,"Mom, Is That You?!","18, 35, 10751",5.7
788,Mrs. Doubtfire,"35, 18, 10751",7.2
90,Beverly Hills Cop,"35, 80, 28",7.2
113082,Berserk: The Golden Age Arc I - The Egg of the King,"16, 28, 12, 14",7.2
319,True Romance,"28, 80, 10749",7.54
9453,Caligula,"18, 36",6.0
792,Platoon,"18, 10752, 28",7.743
1371146,Beatles '64,"99, 10402",6.6
44683,Tinker Bell and the Great Fairy Rescue,"16, 12, 10751, 14",6.732
7484,Open Season,"16, 10751, 12, 35",6.156
1371029,Sonic & Shadow Lovely Lavat,18,1.0
923,Dawn of the Dead,27,7.501
9358,Final Destination 2,"27, 9648",6.241
532794,Sex Plate 17,"35, 18, 10749",6.2
12133,Step Brothers,35,6.559
435,The Day After Tomorrow,"28, 12, 878, 53",6.538
842675,The Wandering Earth II,878,7.275
813,Airplane!,35,7.295
522039,The Last Black Man in San Francisco,18,7.025
877269,Strange World,"16, 10751, 12, 878, 14",6.3
401478,Death Race: Beyond Anarchy,"28, 53, 878",6.2
88751,Journey to the Center of the Earth,"28, 878, 12, 35, 10751",6.1
7214,Coach Carter,"18, 36",7.586
340666,Nocturnal Animals,"18, 53",7.426
275,Fargo,"80, 18, 53",7.859
275,Fargo,"80, 18, 53",7.859
10529,Outlander,"878, 28",6.447
1002398,Donselya,"18, 10749",6.2
509967,6 Underground,"28, 35, 53",6.339
313297,Kubo and the Two Strings,"16, 12, 10751",7.635
107,Snatch,"80, 35",7.811
10601,Peter Pan,"12, 14, 10751",7.161
1167898,Straight,10749,6.0
866463,Reptile,"80, 9648, 53",6.704
631842,Knock at the Cabin,"53, 9648, 27",6.3
9919,How to Lose a Guy in 10 Days,"35, 10749",6.8
1134433,Death Whisperer,"27, 53",7.6
399905,Female War: A Nasty Deal,"18, 10749",5.5
3558,"Girl, Interrupted",18,7.563
524,Casino,"80, 18",8.007
21316,Leroy & Stitch,"16, 35, 10751, 10770",6.6
5741,Lorna,18,5.8
1089,Point Break,"28, 53, 80",7.166
249070,Hitman: Agent 47,"28, 80, 53",5.865
9323,Ghost in the Shell,"28, 16, 878",7.9
429351,12 Strong,"10752, 18, 28, 36",6.3
75,Mars Attacks!,"35, 14, 878",6.409
965150,Aftersun,18,7.655
1158874,Sugarcane,99,8.3
18491,Neon Genesis Evangelion: The End of Evangelion,"16, 878, 28, 18",8.303
22794,Cloudy with a Chance of Meatballs,"16, 35, 10751",6.631
12437,Underworld: Rise of the Lycans,"14, 28, 53",6.5
729097,Young Mother 5,"18, 10749",5.8
961323,Nimona,"16, 10751, 28, 878, 12, 14, 18",7.895
518896,Warriors of Future,"18, 28, 878",7.043
77174,ParaNorman,"10751, 16, 12, 35",6.99
6466,Freddy vs. Jason,27,6.063
10764,Quantum of Solace,"12, 28, 53, 80",6.328
10189,Pineapple Express,"28, 35, 80",6.636
784941,Taming The Younger Sister-in-Law,"18, 10749",6.1
756,Fantasia,"16, 10751, 14",7.356
238615,Self/less,"878, 9648, 53, 28",6.42
10096,13 Going on 30,"35, 14, 10749",6.8
169917,A Walk Among the Tombstones,"80, 18, 9648, 53",6.326
1159477,The King Tide,"53, 9648, 14",7.0
799155,Attack,"28, 878, 53",6.7
13459,Barbie in 'A Christmas Carol',"16, 10751",7.108
939335,Muzzle,"28, 53",6.478
401981,Red Sparrow,"53, 9648",6.533
384682,Office Christmas Party,35,5.682
175168,Rape Zombie: Lust of the Dead,"35, 27",6.457
798021,Family Switch,"35, 14, 10751",6.394
479455,Men in Black: International,"35, 878, 28",5.913
8960,Hancock,"14, 28",6.349
9387,Conan the Barbarian,"12, 14, 28",6.807
667520,A Whisker Away,"16, 18, 10749, 14",7.886
438478,Pornocracy: The New Sex Multinationals,99,7.0
42994,Memories,"14, 16, 878",7.441
10543,Fear,53,6.439
94329,The Raid,"28, 53, 80",7.408
46529,I Am Number Four,"28, 53, 878, 12",6.2
18095,Dragon Ball GT: A Hero's Legacy,"12, 28, 16, 878",6.8
5876,The Mist,"27, 878, 53",6.932
520172,Happiest Season,"10749, 35",7.202
974036,Ordinary Angels,18,7.8
4176,Murder on the Orient Express,"18, 53, 9648",7.141
11187,Child's Play 3,"27, 53",5.885
800158,The Killer,"80, 53",6.6
80662,Guilty of Romance,"53, 27, 9648",6.9
12335,Bedknobs and Broomsticks,"12, 14, 35, 10751, 10402, 16",7.02
7512,Idiocracy,"35, 878, 12",6.348
10201,Yes Man,"35, 10749",6.676
342470,All the Bright Places,"10749, 18",7.7
8009,Highlander,"12, 28, 14",6.879
507411,Natsume's Book of Friends: Ephemeral Bond,"16, 14, 18",7.4
25565,Transformers: Beginnings,"16, 28, 53, 878",6.9
109451,Cloudy with a Chance of Meatballs 2,"16, 10751, 35",6.434
784651,Fighter,"28, 18",5.8
9313,The Man in the Iron Mask,"12, 28, 18",6.638
11009,Saturday Night Fever,"10402, 18",6.7
758336,Love Again,"10749, 18, 35",6.7
998731,Sasaki and Miyano: Graduation,"16, 10749",6.0
254904,The November Man,"80, 28, 53",6.114
10530,Pocahontas,"12, 16, 10751, 10749",6.921
338952,Fantastic Beasts: The Crimes of Grindelwald,"14, 12",6.854
23827,Paranormal Activity,"27, 9648",6.009
658,Goldfinger,"12, 28, 53",7.345
5375,Fred Claus,"28, 35, 18",5.809
13378,Mickey's Twice Upon a Christmas,"16, 10751",7.0
87421,Riddick,"878, 28, 53",6.315
11104,Chungking Express,"18, 35, 10749",7.989
486589,Red Shoes and the Seven Dwarfs,"16, 14, 18, 10751, 35, 10749",7.7
49529,John Carter,"28, 12, 878",6.323
746349,Killing Romance,"53, 35",6.4
832502,The Monkey King,"16, 14, 12, 10751, 35",6.598
1299314,후배부부와 교환섹스 2,18,0.0
8913,Pet Sematary,"27, 18",6.631
2978,Ghostbusters II,"35, 14",6.574
136400,2 Guns,"28, 35, 80",6.538
479718,The Outlaws,"28, 80, 53",7.699
460793,Olaf's Frozen Adventure,"16, 10751, 12, 35, 14",6.5
505262,My Hero Academia: Two Heroes,"16, 28, 12, 14",7.923
59436,Midnight in Paris,"14, 35, 10749",7.528
1064486,Memoir of a Snail,"16, 18, 35",7.936
4234,Scream 3,"27, 9648",5.986
1391,Y Tu Mamá También,"18, 10749",7.4
13398,Tokyo Godfathers,"16, 18, 35",7.908
1166073,Breaking and Re-entering,"28, 35",6.1
1148713,The Courier,"53, 80",6.482
712,Four Weddings and a Funeral,"35, 18, 10749",6.8
11969,Tombstone,"37, 28",7.598
901563,Close,18,7.801
35552,The Extraordinary Adventures of Adèle Blanc-Sec,"14, 12, 28, 9648",6.2
834,Underworld: Evolution,"14, 28, 53",6.6
20766,The Road,"12, 18",7.009
289,Casablanca,"18, 10749",8.2
22832,Ninja Assassin,"28, 12, 53",6.655
22803,Law Abiding Citizen,"18, 80, 53",7.389
45139,Jesus,"18, 14",8.284
2698,Evan Almighty,"14, 35, 10751",5.576
1002088,Mission: Cross,"28, 35",7.0
482321,Ron's Gone Wrong,"16, 878, 10751, 35",7.9
15472,The Girl with the Dragon Tattoo,"18, 53, 80, 9648",7.531
417320,Descendants 2,"10751, 14, 10770, 12",7.362
1036921,And Mrs,35,6.0
330459,Rogue One: A Star Wars Story,"28, 12, 878",7.494
49017,Dracula Untold,"27, 28, 14",6.422
2024,The Patriot,"18, 36, 10752, 28",7.182
1187364,Mala Persona,35,5.639
482321,Ron's Gone Wrong,"16, 878, 10751, 35",7.9
9350,Cliffhanger,"28, 12, 53",6.5
287590,Saint Seiya: Legend of Sanctuary,"28, 16, 14",6.6
15092,Crank: High Voltage,"28, 53, 80",6.075
8619,Master and Commander: The Far Side of the World,"12, 18, 10752",7.159
901908,The Key Game,35,5.9
522518,A Dog's Journey,"10751, 12, 18",8.07
315837,Ghost in the Shell,"878, 18, 28",6.083
929,Godzilla,"878, 28, 53",5.631
1357542,La Joia: Bad Gyal,99,5.5
300669,Don't Breathe,"27, 53",7.014
10204,Around the World in 80 Days,"28, 12, 35",5.935
50124,Frivolous Lola,"35, 10749",5.2
9473,"South Park: Bigger, Longer & Uncut","16, 35",7.3
7340,Carrie,"27, 53",7.3
984500,UI,"53, 14",0.0
980026,The Promised Land,"28, 18, 36",7.79
36643,The World Is Not Enough,"12, 28, 53",6.273
9348,Species,"878, 27, 28",5.971
796499,Army of Thieves,"28, 80, 35",6.838
83201,Puss in Boots: The Three Diablos,"12, 16, 35, 10751",6.5
18334,Guinea Pig: Devil's Experiment,27,4.707
645788,The Protégé,"28, 12, 53",6.566
660355,Devils Stay,"27, 9648",4.0
47964,A Good Day to Die Hard,"28, 53",5.333
1690,Hostel,27,5.957
945729,A Haunting in Venice,"9648, 53, 80",6.632
36728,Naruto Shippuden the Movie: The Will of Fire,"28, 12, 35, 18, 14, 16",7.323
10364,Catch-22,"10752, 35",6.679
25376,The Secret in Their Eyes,"9648, 53, 18",8.0
256274,"As Above, So Below","27, 53",6.714
994108,All of Us Strangers,"10749, 18, 14",7.4
82693,Silver Linings Playbook,"18, 35, 10749",7.142
16859,Kiki's Delivery Service,"16, 10751, 14",7.8
73,American History X,18,8.343
274855,Geostorm,"28, 878, 53",6.116
359940,"Three Billboards Outside Ebbing, Missouri","80, 18",8.069
10865,Atlantis: The Lost Empire,"16, 10751, 12, 878",7.0
9319,The Last Boy Scout,"28, 53",6.814
488623,Forgotten,"53, 9648, 80",8.0
298250,Jigsaw,"27, 9648, 53",6.225
522931,Hitman's Wife's Bodyguard,"28, 35, 80, 53",6.683
585245,Clifford the Big Red Dog,"10751, 12, 35, 14, 16",7.187
1128606,"Snoopy Presents: Welcome Home, Franklin","16, 10751",7.7
13387,Transporter 3,"28, 53, 80",6.149
40108,Emmanuelle: Queen of Sados,"80, 18, 53",6.2
333484,The Magnificent Seven,"12, 28, 37",6.45
1020354,Viduthalai: Part II,"80, 28, 36, 53",6.6
22804,Saw VI,"27, 53",6.29
13179,Tinker Bell,"16, 10751, 12, 14",6.9
502235,Purpose of Reunion 3,"18, 10749",5.3
664413,365 Days,"10749, 18",7.041
9078,The Sword in the Stone,"16, 10751, 14",7.2
587272,Father There Is Only One,35,7.7
271185,Ask Me Anything,18,5.6
421892,Shrek 5,"16, 10751, 35, 14",0.0
421892,Shrek 5,"16, 10751, 35, 14",0.0
10358,Zack and Miri Make a Porno,"35, 10749",6.332
340382,Attack on Titan II: End of the World,"27, 878, 28",6.1
8656,Deep Impact,"28, 18, 878",6.223
290271,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends","16, 28, 12, 35, 14",7.1
1085046,Shimmy: The First Monkey King,"16, 12, 28, 35, 14",5.9
21484,Possession,27,7.3
309809,The Little Prince,"12, 16, 14, 10751",7.614
338762,Bloodshot,"28, 878, 12",6.7
1375,Rocky V,18,5.769
1046090,"The Pig, the Snake and the Pigeon","80, 18, 53",7.3
9543,Prince of Persia: The Sands of Time,"12, 14, 28",6.284
10951,Gorgeous,"12, 28, 35, 10749",6.362
760161,Orphan: First Kill,"27, 53",6.6
1933,The Others,"27, 9648, 53",7.612
1278099,El Candidato Honesto,35,6.971
449176,"Love, Simon","35, 18, 10749",8.002
9378,Thir13en Ghosts,"27, 53",6.243
1240773,Beautiful Sex Expert Investigator,10749,0.0
503736,Army of the Dead,"28, 80, 27",6.23
96721,Rush,"18, 28",7.726
88212,Prep & Landing Stocking Stuffer: Operation: Secret Santa,"16, 10751, 14",6.418
167032,Curse of Chucky,"27, 53",5.897
338958,Disenchanted,"35, 10751, 14",6.728
618588,Arthur the King,"12, 18",7.755
11917,Saw V,"27, 53, 80",6.173
637920,Miracle in Cell No. 7,18,8.262
11665,Get Smart,"28, 35, 53",6.198
7347,Elite Squad,"18, 28, 80",8.043
961651,Spider-Man: All Roads Lead to No Way Home,99,6.709
2667,The Blair Witch Project,"27, 9648",6.346
187017,22 Jump Street,"80, 35, 28",6.839
823625,Blacklight,"28, 53, 18, 12",6.2
37786,Sex and the City 2,"35, 18, 10749",6.1
12139,Dennis the Menace,"10751, 35",5.844
501979,Bill & Ted Face the Music,"35, 878, 12",5.927
4233,Scream 2,"27, 9648",6.492
75612,Oblivion,"28, 878, 12, 9648",6.649
24752,Dragon Ball Z: Cooler's Revenge,"28, 16, 878",6.989
2118,L.A. Confidential,"80, 9648, 53",7.792
539885,Ava,"28, 53, 80",5.8
515001,Jojo Rabbit,"35, 10752, 18",8.015
107985,The World's End,"35, 28, 878",6.8
1148027,New Life,"27, 53, 9648, 878",6.2
9355,Mad Max Beyond Thunderdome,"28, 12, 878",6.223
12405,Slumdog Millionaire,"18, 10749",7.7
1241674,The Last Breath,"27, 53",6.5
1319504,Boot Camp,"10749, 35",6.2
622792,Kanguva,"28, 53, 14",3.9
48844,The Search for Santa Paws,"10751, 12",6.228
375794,No Manches Frida,35,7.683
458220,Palmer,18,8.127
10947,High School Musical,"35, 18, 10751, 10402, 10749, 10770",6.6
39101,Dragon Ball Z: The Tree of Might,"28, 16, 878",6.497
47933,Independence Day: Resurgence,"28, 12, 878",5.329
504253,I Want to Eat Your Pancreas,"16, 18, 10749",8.2
10802,Showgirls,18,5.6
10330,Freaky Friday,"35, 10751, 14",6.5
329996,Dumbo,"10751, 14, 12",6.6
428078,Mortal Engines,"12, 878",6.2
329996,Dumbo,"10751, 14, 12",6.6
428078,Mortal Engines,"12, 878",6.2
10734,Escape from Alcatraz,"18, 53",7.5
76,Before Sunrise,"18, 10749",8.0
966,The Magnificent Seven,"37, 28, 12",7.5
484641,Anna,"28, 12, 53",6.7
934866,Bad Genius,"18, 53",6.1
117251,White House Down,"28, 18, 53",6.468
829,Chinatown,"80, 18, 9648, 53",7.9
850165,The Iron Claw,"36, 18",7.521
205587,The Judge,18,7.3
588,Silent Hill,"27, 9648",6.6
29993,Samson and Delilah,"12, 10749, 18",6.5
458594,Peppermint,"28, 53",6.7
63311,The Skin I Live In,"18, 27, 9648, 53",7.512
185652,Female Teacher in Rope Hell,"18, 27",4.2
235,Stand by Me,"80, 18",7.9
1077280,Die Hart,"35, 28, 53",5.9
1228246,Five Nights at Freddy's 2,"27, 9648",0.0
318846,The Big Short,"35, 18",7.353
